,name,latitude,longitude
130,Praia,14.916698017328656,-23.51668888497221
131,Nassau,25.08339011535122,-77.35004378427612
132,Nicosia,35.166676451654496,33.36663488641415
133,Hanoi,21.035273107737055,105.8480683412422
134,Ankara,39.929184444075474,32.862445782356644
135,Budapest,47.50195218499135,19.081374818759684
136,Sanaa,15.356679154263645,44.20464752393843
137,Bucharest,44.43531766349457,26.0980007953504
138,Damascus,33.50197985420613,36.29805003041707
139,Lisbon,38.72466873648784,-9.14681216410213
140,Khartoum,15.590024084277673,32.532233380011576
141,Oslo,59.91863614500187,10.748033347372314
142,Warsaw,52.25194648839556,20.998053692465305
143,Pyongyang,39.02138455800434,125.75274485499392
144,Dar es Salaam,-6.798066736124383,39.26639597769457
145,Dublin,53.335006994584944,-6.250851540391068
146,Monrovia,6.314581647160139,-10.799660436775923
147,Kuala Lumpur,3.168611730712371,101.69803741674644
148,Havana,23.1339046995422,-82.3661280299533
149,Prague,50.08528287347832,14.464033917048539
150,Kuwait,29.371663488629565,47.97635528762527
151,Santo Domingo,18.472018713195382,-69.90203094331503
152,Accra,5.551980464445933,-0.21866159896069348
153,Tripoli,32.89250001935369,13.180011758078194
154,Helsinki,60.17750923256807,24.93218048284558
155,København,55.68051004902594,12.561539888703294
156,Abidjan,5.321942826098564,-4.041994118507091
157,Brasilia,-15.781394372878992,-47.91799814700306
158,Brussels,50.83526293533032,4.33137074969045
159,Dhaka,23.725005570312817,90.40663360810754
160,Luanda,-8.836340255012658,13.23248118266855
161,Algiers,36.765010656628135,3.048606670909237
162,Rangoon,16.785299963188777,96.16473175266185
163,Caracas,10.502944413033333,-66.91898305105042
164,Kiev,50.43531318760722,30.514682110472165
165,Tashkent,41.31364774160721,69.29298696088779
166,Madrid,40.40197212311381,-3.6852975446125242
167,Stockholm,59.35270581286585,18.095388874180912
168,Bangkok,13.751945064087977,100.51469879369489
169,Lima,-12.04606681752557,-77.05200795343472
170,Dakar,14.717777583623274,-17.47507598705056
171,Johannesburg,-26.16809888138414,28.028063865019476
172,Amsterdam,52.35191454666443,4.914694317400972
173,Seoul,37.56829495838895,126.99778513820195
174,Manila,14.606104813440538,120.9802713035424
175,Berlin,52.523764522251156,13.399602764700546
176,Kinshasa,-4.327778243275986,15.313026023171744
177,New Delhi,28.600023009245433,77.19998002005303
178,Athens,37.98527209055226,23.731375225679358
179,Baghdad,33.34059435615865,44.391922914564134
180,Addis Ababa,9.035256221295754,38.69805857534868
181,Tehran,35.673888627001304,51.42239817500899
182,Buenos Aires,-34.600555749907414,-58.399477232331435
183,Kabul,34.51863614490031,69.18131419070505
184,Vienna,48.20196113681686,16.364693096743736
185,Taipei,25.0358333333333,121.568333333333
186,"Washington, D.C.",38.901495235087054,-77.01136443943716
187,London,51.5019405883275,-0.11866770247593195
188,Riyadh,24.642779007816443,46.770795798688255
189,Cape Town,-33.91806510862875,18.43304229922603
190,Moscow,55.75410998124818,37.6135769672714
191,Mexico City,19.444388301415472,-99.1329340602939
192,Rome,41.89790148509894,12.481312562873995
193,Beijing,39.93083808990906,116.38633982565943
194,Nairobi,-1.2814008832377795,36.81471100047145
195,Jakarta,-6.172471846798885,106.82749176247012
196,Bogota,4.598369421147822,-74.08528981377441
197,Cairo,30.051906205103705,31.248022361126118
198,Tokyo,35.686962764371174,139.74946157054467
199,Paris,48.86863878981461,2.33138946713035
200,Santiago,-33.448067956934096,-70.66898671317483
201,Singapore,1.2949793251059418,103.85387481909902
